time,gFx,gFy,gFz,TgF
4.139653696,0.0071,0.0008,1.0267,1.027
4.142098748,0.0068,0.0016,1.0267,1.027
4.144278748,0.0068,0.0031,1.0270,1.027
4.145970102,0.0071,0.0041,1.0274,1.027
4.148457967,0.0068,0.0043,1.0277,1.028
4.151075467,0.0066,0.0038,1.0272,1.027
4.151918748,0.0063,0.0023,1.0270,1.027
4.154386769,0.0071,0.0003,1.0272,1.027
4.15911979,0.0076,-0.0014,1.0272,1.027
4.159872759,0.0076,-0.0027,1.0270,1.027
4.160585519,0.0078,-0.0039,1.0264,1.026
4.162124269,0.0078,-0.0049,1.0262,1.026
4.164096977,0.0078,-0.0054,1.0262,1.026
4.16706255,0.0078,-0.0056,1.0264,1.026
4.1693988,0.0081,-0.0056,1.0264,1.026
4.172372863,0.0083,-0.0054,1.0262,1.026
4.173332134,0.0086,-0.0049,1.0262,1.026
4.175548019,0.0086,-0.0049,1.0262,1.026
4.177185779,0.0086,-0.0049,1.0262,1.026
4.179554842,0.0083,-0.0052,1.0260,1.026
4.181249738,0.0083,-0.0052,1.0255,1.026
4.1839963,0.0086,-0.0047,1.0255,1.026
4.186245519,0.0086,-0.0042,1.0260,1.026
4.187950467,0.0088,-0.0034,1.0262,1.026
4.190298071,0.0086,-0.0029,1.0264,1.026
4.192000259,0.0086,-0.0029,1.0262,1.026
4.193341665,0.0083,-0.0034,1.0262,1.026
4.195533331,0.0081,-0.0037,1.0262,1.026
4.198012342,0.0081,-0.0039,1.0262,1.026
4.200808644,0.0078,-0.0042,1.0260,1.026
4.202882446,0.0078,-0.0047,1.0260,1.026
4.205773279,0.0078,-0.0049,1.0262,1.026
4.207306456,0.0076,-0.0052,1.0262,1.026
4.207868123,0.0071,-0.0052,1.0262,1.026
4.211214686,0.0068,-0.0054,1.0264,1.026
4.213083175,0.0068,-0.0059,1.0267,1.027
4.214694946,0.0066,-0.0064,1.0267,1.027
4.216311821,0.0063,-0.0067,1.0264,1.026
4.219431821,0.0066,-0.0067,1.0264,1.026
4.220518644,0.0068,-0.0067,1.0267,1.027
4.223202394,0.0073,-0.0067,1.0270,1.027
4.225800102,0.0076,-0.0067,1.0272,1.027
4.227871404,0.0078,-0.0067,1.0272,1.027
4.230039529,0.0078,-0.0064,1.0270,1.027
4.232207915,0.0081,-0.0062,1.0270,1.027
4.234887967,0.0081,-0.0056,1.0270,1.027
4.235916092,0.0081,-0.0054,1.0267,1.027
4.238205727,0.0081,-0.0054,1.0267,1.027
4.239849217,0.0083,-0.0054,1.0264,1.026
4.241985675,0.0081,-0.0052,1.0264,1.026
4.244316977,0.0083,-0.0049,1.0264,1.026
4.246862133,0.0083,-0.0047,1.0264,1.026
4.249023071,0.0083,-0.0042,1.0264,1.026
4.2512663,0.0086,-0.0039,1.0262,1.026
4.252573331,0.0086,-0.0037,1.0260,1.026
4.254924738,0.0086,-0.0034,1.0260,1.026
4.256972498,0.0086,-0.0032,1.0260,1.026
4.259422915,0.0086,-0.0029,1.0260,1.026
4.261212498,0.0088,-0.0029,1.0260,1.026
4.263632915,0.0088,-0.0027,1.0262,1.026
4.265653279,0.0088,-0.0027,1.0262,1.026
4.267738904,0.0088,-0.0027,1.0262,1.026
4.269674946,0.0091,-0.0027,1.0262,1.026
4.271296613,0.0091,-0.0027,1.0262,1.026
4.273431404,0.0091,-0.0027,1.0264,1.026
4.275672446,0.0091,-0.0029,1.0264,1.026
4.278156092,0.0088,-0.0029,1.0262,1.026
4.280371248,0.0088,-0.0029,1.0260,1.026
4.283303123,0.0088,-0.0029,1.0257,1.026
4.284087446,0.0086,-0.0029,1.0255,1.026
4.286443644,0.0083,-0.0029,1.0257,1.026
4.287907811,0.0083,-0.0029,1.0260,1.026
4.290334113,0.0081,-0.0029,1.0260,1.026
4.291920831,0.0081,-0.0029,1.0260,1.026
4.294961925,0.0076,-0.0029,1.0262,1.026
4.296107342,0.0073,-0.0032,1.0260,1.026
4.299029842,0.0073,-0.0032,1.0262,1.026
4.301263696,0.0071,-0.0032,1.0264,1.026
4.303665831,0.0068,-0.0032,1.0264,1.026
4.3053638,0.0066,-0.0034,1.0264,1.026
4.307605154,0.0066,-0.0034,1.0264,1.026
4.309535206,0.0066,-0.0034,1.0267,1.027
4.312104998,0.0066,-0.0034,1.0270,1.027
4.313421248,0.0068,-0.0034,1.0267,1.027
4.315935206,0.0071,-0.0034,1.0270,1.027
4.318436613,0.0073,-0.0037,1.0272,1.027
4.320728227,0.0076,-0.0034,1.0272,1.027
4.321708696,0.0078,-0.0032,1.0272,1.027
4.323828852,0.0081,-0.0029,1.0272,1.027
4.3261613,0.0083,-0.0029,1.0272,1.027
4.327532029,0.0086,-0.0027,1.0272,1.027
4.330262706,0.0086,-0.0027,1.0274,1.027
4.332542706,0.0088,-0.0027,1.0274,1.027
4.334883331,0.0088,-0.0027,1.0274,1.027
4.337318175,0.0091,-0.0027,1.0274,1.027
4.34086104,0.0093,-0.0027,1.0277,1.028
4.341789373,0.0093,-0.0027,1.0274,1.027
4.343523279,0.0093,-0.0024,1.0272,1.027
4.345041248,0.0093,-0.0027,1.0272,1.027
4.347498956,0.0096,-0.0024,1.0274,1.027
4.349466977,0.0098,-0.0027,1.0274,1.027
4.352204008,0.0098,-0.0029,1.0274,1.027
4.353253956,0.0098,-0.0029,1.0274,1.027
4.355658644,0.0098,-0.0029,1.0272,1.027
4.359911769,0.0098,-0.0029,1.0270,1.027
4.36074854,0.0098,-0.0029,1.0270,1.027
4.362256196,0.0098,-0.0029,1.0270,1.027
4.36447979,0.0096,-0.0027,1.0267,1.027
4.366716561,0.0093,-0.0027,1.0264,1.026
4.368397133,0.0093,-0.0027,1.0264,1.026
4.370616144,0.0093,-0.0027,1.0264,1.026
4.373668383,0.0091,-0.0029,1.0262,1.026
4.37508005,0.0088,-0.0029,1.0260,1.026
4.376274113,0.0086,-0.0029,1.0257,1.026
4.378864894,0.0083,-0.0029,1.0257,1.026
4.379900936,0.0083,-0.0029,1.0257,1.026
4.381959529,0.0078,-0.0029,1.0255,1.025
4.384671352,0.0076,-0.0029,1.0255,1.025
4.387299425,0.0071,-0.0029,1.0255,1.025
4.390687706,0.0071,-0.0029,1.0255,1.025
4.391664529,0.0071,-0.0029,1.0255,1.025
4.393427967,0.0071,-0.0029,1.0255,1.025
4.395675779,0.0071,-0.0032,1.0255,1.025
4.397298592,0.0071,-0.0032,1.0255,1.025
4.400011404,0.0071,-0.0032,1.0255,1.025
4.402304529,0.0073,-0.0032,1.0255,1.025
4.403261925,0.0071,-0.0029,1.0255,1.025
4.405815623,0.0073,-0.0032,1.0255,1.025
4.408191769,0.0073,-0.0032,1.0255,1.025
4.410427967,0.0078,-0.0029,1.0257,1.026
4.411925779,0.0078,-0.0029,1.0262,1.026
4.414257863,0.0081,-0.0029,1.0262,1.026
4.416582446,0.0083,-0.0029,1.0260,1.026
4.419011977,0.0086,-0.0029,1.0262,1.026
4.421168227,0.0088,-0.0027,1.0264,1.026
4.421764373,0.0091,-0.0027,1.0267,1.027
4.424795206,0.0091,-0.0027,1.0267,1.027
4.427113696,0.0091,-0.0027,1.0267,1.027
4.429351196,0.0088,-0.0029,1.0270,1.027
4.43157755,0.0091,-0.0029,1.0270,1.027
4.433403488,0.0091,-0.0032,1.0270,1.027
4.434987758,0.0088,-0.0032,1.0270,1.027
4.436555206,0.0086,-0.0029,1.0270,1.027
4.43954729,0.0086,-0.0032,1.0272,1.027
4.444059842,0.0086,-0.0032,1.0272,1.027
4.444849477,0.0083,-0.0032,1.0274,1.027
4.44540229,0.0081,-0.0032,1.0274,1.027
4.447628644,0.0081,-0.0032,1.0272,1.027
4.450190258,0.0081,-0.0032,1.0272,1.027
4.452401613,0.0081,-0.0032,1.0270,1.027
4.454444738,0.0078,-0.0032,1.0270,1.027
4.456923644,0.0078,-0.0029,1.0267,1.027
4.45737531,0.0078,-0.0029,1.0267,1.027
4.460019894,0.0078,-0.0032,1.0270,1.027
4.462434113,0.0078,-0.0032,1.0270,1.027
4.464903227,0.0078,-0.0032,1.0270,1.027
4.467170467,0.0081,-0.0032,1.0267,1.027
4.46925005,0.0081,-0.0032,1.0267,1.027
4.4716488,0.0081,-0.0032,1.0264,1.026
4.472162498,0.0083,-0.0032,1.0264,1.026
4.474880623,0.0083,-0.0032,1.0264,1.026
4.477325415,0.0083,-0.0032,1.0262,1.026
4.479645675,0.0086,-0.0032,1.0262,1.026
4.481315779,0.0086,-0.0032,1.0262,1.026
4.483713071,0.0088,-0.0029,1.0262,1.026
4.486107654,0.0086,-0.0029,1.0262,1.026
4.488363227,0.0086,-0.0029,1.0262,1.026
4.491174477,0.0088,-0.0029,1.0264,1.026
4.491995831,0.0091,-0.0029,1.0264,1.026
4.4930738,0.0091,-0.0029,1.0262,1.026
4.495977394,0.0091,-0.0029,1.0262,1.026
4.498219321,0.0091,-0.0029,1.0262,1.026
4.500470415,0.0093,-0.0032,1.0264,1.026
4.502941821,0.0091,-0.0032,1.0264,1.026
4.505128383,0.0091,-0.0034,1.0262,1.026
4.506461092,0.0091,-0.0034,1.0262,1.026
4.50841005,0.0091,-0.0034,1.0264,1.026
4.510668331,0.0088,-0.0032,1.0264,1.026
4.5119363,0.0086,-0.0032,1.0264,1.026
4.51460229,0.0086,-0.0032,1.0264,1.026
4.517303383,0.0083,-0.0032,1.0264,1.026
4.519402029,0.0083,-0.0032,1.0264,1.026
4.521155935,0.0083,-0.0029,1.0267,1.027
4.523948279,0.0081,-0.0027,1.0267,1.027
4.524625467,0.0081,-0.0027,1.0267,1.027
4.526968488,0.0081,-0.0024,1.0270,1.027
4.529351144,0.0081,-0.0024,1.0270,1.027
4.531450988,0.0081,-0.0024,1.0270,1.027
4.532639946,0.0081,-0.0027,1.0272,1.027
4.53515406,0.0081,-0.0027,1.0272,1.027
4.53749281,0.0081,-0.0027,1.0272,1.027
4.540780779,0.0081,-0.0027,1.0274,1.027
4.542464894,0.0078,-0.0027,1.0274,1.027
4.543734008,0.0081,-0.0027,1.0274,1.027
4.545419321,0.0078,-0.0027,1.0274,1.027
4.547350519,0.0078,-0.0027,1.0274,1.027
4.550041196,0.0081,-0.0027,1.0274,1.027
4.552120883,0.0081,-0.0027,1.0274,1.027
4.554201613,0.0081,-0.0027,1.0274,1.027
4.555731977,0.0078,-0.0024,1.0272,1.027
4.559960258,0.0081,-0.0024,1.0272,1.027
4.56070781,0.0081,-0.0024,1.0272,1.027
4.563331352,0.0083,-0.0024,1.0272,1.027
4.564904217,0.0086,-0.0024,1.0270,1.027
4.567680831,0.0086,-0.0024,1.0270,1.027
4.569196404,0.0086,-0.0024,1.0270,1.027
4.571325258,0.0086,-0.0024,1.0270,1.027
4.573099425,0.0086,-0.0027,1.0267,1.027
4.575353852,0.0086,-0.0027,1.0267,1.027
4.576596977,0.0086,-0.0027,1.0264,1.026
4.578804008,0.0083,-0.0027,1.0262,1.026
4.581414581,0.0083,-0.0029,1.0262,1.026
4.585799113,0.0083,-0.0029,1.0260,1.026
4.586267081,0.0083,-0.0029,1.0260,1.026
4.587779685,0.0083,-0.0032,1.0260,1.026
4.591215415,0.0083,-0.0032,1.0255,1.026
4.591910102,0.0081,-0.0032,1.0252,1.025
4.594261092,0.0081,-0.0032,1.0252,1.025
4.595572238,0.0078,-0.0032,1.0252,1.025
4.598199269,0.0078,-0.0032,1.0249,1.025
4.600260154,0.0078,-0.0032,1.0252,1.025
4.602223383,0.0076,-0.0029,1.0252,1.025
4.604607915,0.0076,-0.0029,1.0252,1.025
4.607865415,0.0073,-0.0032,1.0249,1.025
4.609410467,0.0076,-0.0034,1.0249,1.025
4.611666717,0.0073,-0.0034,1.0249,1.025
4.613172758,0.0073,-0.0034,1.0249,1.025
4.615592915,0.0073,-0.0034,1.0252,1.025
4.616980935,0.0073,-0.0034,1.0252,1.025
4.619346196,0.0076,-0.0034,1.0252,1.025
4.621376977,0.0076,-0.0034,1.0255,1.025
4.622878227,0.0076,-0.0037,1.0255,1.025
4.625558279,0.0078,-0.0037,1.0257,1.026
4.627933592,0.0078,-0.0034,1.0260,1.026
4.630406977,0.0081,-0.0034,1.0260,1.026
4.632015988,0.0083,-0.0032,1.0264,1.026
4.63418604,0.0083,-0.0032,1.0267,1.027
4.63575729,0.0086,-0.0034,1.0267,1.027
4.638341977,0.0086,-0.0034,1.0267,1.027
4.63974406,0.0088,-0.0032,1.0267,1.027
4.643336456,0.0088,-0.0029,1.0267,1.027
4.644051717,0.0088,-0.0027,1.0270,1.027
4.646415727,0.0086,-0.0027,1.0272,1.027
4.6488788,0.0088,-0.0024,1.0274,1.027
4.651417029,0.0088,-0.0022,1.0274,1.027
4.653009217,0.0091,-0.0022,1.0274,1.027
4.655274633,0.0091,-0.0019,1.0274,1.027
4.656346612,0.0091,-0.0019,1.0277,1.028
4.659249842,0.0088,-0.0019,1.0277,1.028
4.661068956,0.0088,-0.0019,1.0277,1.028
4.663473696,0.0088,-0.0019,1.0277,1.028
4.664773331,0.0088,-0.0019,1.0277,1.028
4.66701729,0.0088,-0.0019,1.0277,1.028
4.66952281,0.0091,-0.0019,1.0277,1.028
4.672161352,0.0091,-0.0019,1.0277,1.028
4.674990258,0.0088,-0.0017,1.0277,1.028
4.675757081,0.0088,-0.0014,1.0277,1.028
4.678198123,0.0091,-0.0014,1.0274,1.027
4.679755206,0.0091,-0.0012,1.0272,1.027
4.682226925,0.0091,-0.0009,1.0270,1.027
4.683739894,0.0088,-0.0007,1.0270,1.027
4.68627104,0.0088,-0.0004,1.0267,1.027
4.688729894,0.0088,0.0003,1.0267,1.027
4.691828592,0.0088,0.0011,1.0267,1.027
4.692911873,0.0088,0.0021,1.0270,1.027
4.695313592,0.0088,0.0031,1.0272,1.027
4.697021665,0.0086,0.0038,1.0274,1.027
4.699332029,0.0086,0.0048,1.0277,1.028
4.701031977,0.0086,0.0053,1.0279,1.028
4.70336229,0.0086,0.0058,1.0279,1.028
4.705189633,0.0088,0.0063,1.0282,1.028
4.708578227,0.0086,0.0068,1.0279,1.028
4.709190779,0.0088,0.0071,1.0279,1.028
4.710890154,0.0093,0.0073,1.0282,1.028
4.714079633,0.0093,0.0073,1.0279,1.028
4.716164373,0.0091,0.0063,1.0274,1.028
4.718896769,0.0093,0.0041,1.0270,1.027
4.721087758,0.0098,0.0018,1.0264,1.026
4.722426977,0.0098,0.0001,1.0262,1.026
4.725139633,0.0098,-0.0017,1.0260,1.026
4.727097081,0.0096,-0.0034,1.0257,1.026
4.727713592,0.0098,-0.0052,1.0255,1.026
4.730339217,0.0101,-0.0064,1.0252,1.025
4.732758435,0.0103,-0.0071,1.0252,1.025
4.736254633,0.0103,-0.0076,1.0252,1.025
4.736964529,0.0106,-0.0081,1.0252,1.025
4.739385258,0.0108,-0.0084,1.0252,1.025
4.742481769,0.0106,-0.0089,1.0255,1.026
4.74334281,0.0103,-0.0096,1.0255,1.026
4.745079321,0.0106,-0.0099,1.0257,1.026
4.747100831,0.0108,-0.0099,1.0257,1.026
4.749366352,0.0111,-0.0094,1.0257,1.026
4.752792862,0.0111,-0.0091,1.0257,1.026
4.754618435,0.0111,-0.0084,1.0257,1.026
4.756323592,0.0113,-0.0076,1.0260,1.026
4.762150727,0.0113,-0.0067,1.0262,1.026
4.763282185,0.0111,-0.0062,1.0262,1.026
4.764051092,0.0111,-0.0062,1.0262,1.026
4.764696092,0.0111,-0.0059,1.0262,1.026
4.765525258,0.0113,-0.0056,1.0264,1.027
4.767486769,0.0118,-0.0049,1.0267,1.027
4.771371925,0.0118,-0.0042,1.0270,1.027
4.771966248,0.0121,-0.0032,1.0270,1.027
4.774572758,0.0121,-0.0019,1.0270,1.027
4.777012394,0.0121,-0.0009,1.0270,1.027
4.778691248,0.0123,0.0001,1.0270,1.027
4.781248071,0.0123,0.0013,1.0270,1.027
4.783474633,0.0123,0.0023,1.0270,1.027
4.785266196,0.0123,0.0038,1.0270,1.027
4.788165831,0.0121,0.0053,1.0270,1.027
4.790287133,0.0118,0.0063,1.0270,1.027
4.792967081,0.0123,0.0060,1.0270,1.027
4.794361144,0.0126,0.0056,1.0270,1.027
4.795179373,0.0121,0.0051,1.0270,1.027
4.798039737,0.0118,0.0043,1.0272,1.027
4.80004906,0.0121,0.0036,1.0272,1.027
4.802586248,0.0121,0.0031,1.0270,1.027
4.803880206,0.0123,0.0028,1.0270,1.027
4.8064113,0.0123,0.0026,1.0270,1.027
4.808051404,0.0121,0.0023,1.0267,1.027
4.810305727,0.0118,0.0021,1.0267,1.027
4.812008696,0.0116,0.0016,1.0267,1.027
4.814645987,0.0118,0.0006,1.0267,1.027
4.815964998,0.0118,-0.0009,1.0267,1.027
4.818831248,0.0123,-0.0022,1.0264,1.027
4.820535623,0.0128,-0.0034,1.0264,1.027
4.823220571,0.0128,-0.0049,1.0262,1.026
4.824461196,0.0128,-0.0059,1.0262,1.026
4.827186717,0.0133,-0.0059,1.0264,1.027
4.829484633,0.0131,-0.0062,1.0264,1.027
4.831715467,0.0128,-0.0067,1.0264,1.027
4.833933696,0.0133,-0.0064,1.0262,1.026
4.83621505,0.0133,-0.0062,1.0264,1.027
4.838479425,0.0133,-0.0059,1.0267,1.027
4.839196821,0.0138,-0.0056,1.0270,1.027
4.845911769,0.0138,-0.0059,1.0272,1.027
4.846969946,0.0140,-0.0059,1.0272,1.027
4.847517862,0.0143,-0.0056,1.0270,1.027
4.847983227,0.0146,-0.0054,1.0270,1.027
4.850328175,0.0146,-0.0054,1.0267,1.027
4.852180883,0.0146,-0.0056,1.0267,1.027
4.855080571,0.0148,-0.0059,1.0267,1.027
4.855830675,0.0146,-0.0064,1.0267,1.027
4.858649373,0.0150,-0.0067,1.0267,1.027
4.860044529,0.0150,-0.0064,1.0267,1.027
4.862704842,0.0150,-0.0064,1.0267,1.027
4.865184112,0.0150,-0.0069,1.0264,1.027
4.867440883,0.0150,-0.0074,1.0262,1.026
4.869427758,0.0148,-0.0076,1.0260,1.026
4.8718563,0.0150,-0.0079,1.0260,1.026
4.873589581,0.0150,-0.0076,1.0260,1.026
4.875674112,0.0148,-0.0074,1.0260,1.026
4.877806717,0.0150,-0.0074,1.0260,1.026
4.879744373,0.0150,-0.0074,1.0260,1.026
4.88179406,0.0153,-0.0076,1.0260,1.026
4.884069112,0.0155,-0.0076,1.0260,1.026
4.886447914,0.0158,-0.0076,1.0257,1.026
4.888416039,0.0155,-0.0079,1.0257,1.026
4.889382289,0.0155,-0.0081,1.0257,1.026
4.891398071,0.0155,-0.0084,1.0257,1.026
4.894354894,0.0155,-0.0086,1.0255,1.026
4.896723383,0.0158,-0.0089,1.0252,1.025
4.898813227,0.0155,-0.0089,1.0252,1.025
4.901122602,0.0158,-0.0089,1.0252,1.025
4.903257394,0.0158,-0.0086,1.0252,1.025
4.903817914,0.0158,-0.0084,1.0252,1.025
4.906755519,0.0155,-0.0081,1.0252,1.025
4.909188956,0.0158,-0.0076,1.0255,1.026
4.911162237,0.0158,-0.0074,1.0255,1.026
4.913011456,0.0158,-0.0069,1.0255,1.026
4.915542498,0.0161,-0.0064,1.0255,1.026
4.917107081,0.0161,-0.0059,1.0255,1.026
4.919589737,0.0161,-0.0056,1.0257,1.026
4.922009269,0.0161,-0.0056,1.0257,1.026
4.924458071,0.0163,-0.0054,1.0260,1.026
4.926318748,0.0165,-0.0052,1.0260,1.026
4.927283383,0.0165,-0.0049,1.0260,1.026
4.929863696,0.0168,-0.0047,1.0260,1.026
4.931437446,0.0168,-0.0042,1.0262,1.026
4.933349164,0.0168,-0.0039,1.0264,1.027
4.936118852,0.0165,-0.0039,1.0264,1.027
4.937825987,0.0165,-0.0037,1.0267,1.027
4.940378904,0.0165,-0.0037,1.0267,1.027
4.943568071,0.0165,-0.0037,1.0270,1.027
4.945446508,0.0168,-0.0032,1.0270,1.027
4.946945206,0.0168,-0.0032,1.0270,1.027
4.949411873,0.0168,-0.0029,1.0272,1.027
4.951663383,0.0168,-0.0029,1.0272,1.027
4.954885362,0.0168,-0.0027,1.0272,1.027
4.955699112,0.0165,-0.0024,1.0272,1.027
4.957500571,0.0165,-0.0027,1.0270,1.027
4.963167967,0.0163,-0.0027,1.0272,1.027
4.963918227,0.0163,-0.0027,1.0274,1.028
4.964285883,0.0163,-0.0027,1.0274,1.028
4.965557498,0.0163,-0.0027,1.0272,1.027
4.968104008,0.0163,-0.0027,1.0272,1.027
4.970277967,0.0165,-0.0029,1.0272,1.027
4.971542081,0.0165,-0.0029,1.0274,1.028
4.974195623,0.0165,-0.0029,1.0272,1.027
4.976664581,0.0165,-0.0032,1.0272,1.027
4.979390987,0.0163,-0.0032,1.0272,1.027
4.979890258,0.0163,-0.0032,1.0272,1.027
4.982358123,0.0163,-0.0029,1.0272,1.027
4.983755519,0.0163,-0.0029,1.0272,1.027
4.985595362,0.0163,-0.0032,1.0270,1.027
4.987655675,0.0163,-0.0032,1.0270,1.027
4.990238904,0.0165,-0.0034,1.0272,1.027
4.993722654,0.0165,-0.0034,1.0270,1.027
4.994997914,0.0163,-0.0034,1.0270,1.027
4.996991039,0.0163,-0.0037,1.0270,1.027
4.999302654,0.0163,-0.0037,1.0270,1.027
5.001135414,0.0161,-0.0039,1.0267,1.027
5.003644581,0.0163,-0.0039,1.0267,1.027
5.005212967,0.0163,-0.0039,1.0264,1.027
5.007635206,0.0161,-0.0039,1.0262,1.026
5.010464008,0.0161,-0.0039,1.0262,1.026
5.012221717,0.0163,-0.0042,1.0262,1.026
5.013664112,0.0163,-0.0042,1.0260,1.026
5.016040727,0.0163,-0.0039,1.0257,1.026
5.018126925,0.0163,-0.0039,1.0257,1.026
5.019924737,0.0163,-0.0039,1.0257,1.026
5.023419946,0.0163,-0.0039,1.0260,1.026
5.024229946,0.0165,-0.0039,1.0260,1.026
5.025759217,0.0165,-0.0039,1.0260,1.026
5.028402602,0.0165,-0.0039,1.0257,1.026
5.030996873,0.0165,-0.0039,1.0260,1.026
5.033267289,0.0165,-0.0039,1.0260,1.026
5.035529842,0.0163,-0.0039,1.0262,1.026
5.036929217,0.0163,-0.0042,1.0262,1.026
5.040037081,0.0163,-0.0042,1.0264,1.027
5.040622394,0.0163,-0.0042,1.0264,1.027
5.042322342,0.0161,-0.0042,1.0264,1.027
5.046627185,0.0161,-0.0039,1.0264,1.027
5.0474463,0.0161,-0.0039,1.0264,1.027
5.049061769,0.0161,-0.0039,1.0264,1.027
5.051387914,0.0161,-0.0039,1.0264,1.027
5.053205154,0.0161,-0.0037,1.0264,1.027
5.055780154,0.0161,-0.0037,1.0267,1.027
5.057982237,0.0161,-0.0037,1.0264,1.027
5.060729789,0.0163,-0.0037,1.0267,1.027
5.062270883,0.0163,-0.0037,1.0267,1.027
5.06363505,0.0163,-0.0034,1.0267,1.027
5.066236248,0.0163,-0.0034,1.0267,1.027
5.068222602,0.0163,-0.0034,1.0267,1.027
5.0707788,0.0163,-0.0034,1.0267,1.027
5.072819008,0.0165,-0.0034,1.0270,1.027
5.075043644,0.0168,-0.0034,1.0270,1.027
5.075627029,0.0168,-0.0034,1.0270,1.027
5.078474737,0.0168,-0.0034,1.0270,1.027
5.080681821,0.0168,-0.0034,1.0270,1.027
5.083167758,0.0168,-0.0034,1.0272,1.027
5.085237862,0.0165,-0.0032,1.0270,1.027
5.087301873,0.0165,-0.0032,1.0270,1.027
5.088878383,0.0168,-0.0029,1.0270,1.027
5.091167341,0.0168,-0.0029,1.0270,1.027
5.092910779,0.0165,-0.0027,1.0270,1.027
5.095016091,0.0165,-0.0024,1.0267,1.027
5.096542498,0.0165,-0.0027,1.0267,1.027
5.099789685,0.0165,-0.0027,1.0264,1.027
5.101473227,0.0165,-0.0024,1.0264,1.027
5.105573748,0.0163,-0.0024,1.0262,1.026
5.10648505,0.0163,-0.0024,1.0260,1.026
5.108043019,0.0163,-0.0024,1.0257,1.026
5.111272758,0.0165,-0.0024,1.0255,1.026
5.111996873,0.0165,-0.0027,1.0255,1.026
5.114587237,0.0165,-0.0029,1.0257,1.026
5.11594531,0.0168,-0.0029,1.0257,1.026
5.118341091,0.0170,-0.0029,1.0257,1.026
5.120042862,0.0170,-0.0029,1.0257,1.026
5.122959581,0.0168,-0.0029,1.0260,1.026
5.125091612,0.0168,-0.0032,1.0260,1.026
5.128005466,0.0165,-0.0032,1.0257,1.026
5.128759581,0.0165,-0.0032,1.0255,1.026
5.131075779,0.0168,-0.0034,1.0257,1.026
5.133474321,0.0165,-0.0032,1.0257,1.026
5.135865206,0.0165,-0.0032,1.0257,1.026
5.138937081,0.0165,-0.0032,1.0260,1.026
5.139872966,0.0168,-0.0032,1.0262,1.026
5.1420838,0.0170,-0.0032,1.0262,1.026
5.144877914,0.0170,-0.0032,1.0264,1.027
5.146175362,0.0173,-0.0032,1.0264,1.027
5.148527966,0.0173,-0.0032,1.0262,1.026
5.149330258,0.0173,-0.0032,1.0262,1.026
5.151669789,0.0173,-0.0032,1.0262,1.026
5.154210466,0.0173,-0.0032,1.0262,1.026
5.156615935,0.0173,-0.0034,1.0262,1.026
5.159369789,0.0173,-0.0034,1.0262,1.026
5.163976196,0.0173,-0.0034,1.0262,1.026
5.16480156,0.0170,-0.0034,1.0262,1.026
5.165349841,0.0170,-0.0034,1.0264,1.027
5.1669963,0.0168,-0.0032,1.0264,1.027
5.169040623,0.0170,-0.0034,1.0267,1.027
5.171438383,0.0173,-0.0037,1.0270,1.027
5.173124998,0.0170,-0.0039,1.0272,1.027
5.175709894,0.0168,-0.0039,1.0272,1.027
5.178192081,0.0168,-0.0039,1.0270,1.027
5.179524737,0.0165,-0.0039,1.0270,1.027
5.181993852,0.0168,-0.0039,1.0272,1.027
5.184260154,0.0170,-0.0039,1.0270,1.027
5.184894008,0.0168,-0.0039,1.0270,1.027
5.187584841,0.0165,-0.0039,1.0272,1.027
5.189989216,0.0168,-0.0039,1.0274,1.028
5.191993644,0.0168,-0.0039,1.0274,1.028
5.195069737,0.0163,-0.0039,1.0272,1.027
5.195867133,0.0161,-0.0039,1.0272,1.027
5.198239737,0.0161,-0.0039,1.0272,1.027
5.199822185,0.0163,-0.0039,1.0272,1.027
5.202233696,0.0163,-0.0037,1.0272,1.027
5.203946508,0.0163,-0.0039,1.0272,1.027
5.206386508,0.0161,-0.0037,1.0270,1.027
5.207956664,0.0161,-0.0037,1.0270,1.027
5.211679008,0.0161,-0.0034,1.0270,1.027
5.212817758,0.0158,-0.0034,1.0267,1.027
5.215310623,0.0155,-0.0034,1.0264,1.027
5.217213539,0.0155,-0.0034,1.0264,1.027
5.219454112,0.0155,-0.0034,1.0264,1.027
5.221104946,0.0158,-0.0034,1.0264,1.027
5.223531352,0.0161,-0.0037,1.0264,1.027
5.225183279,0.0161,-0.0037,1.0262,1.026
5.226641091,0.0161,-0.0034,1.0262,1.026
5.229256769,0.0161,-0.0034,1.0264,1.027
5.231724633,0.0163,-0.0034,1.0264,1.027
5.234044477,0.0165,-0.0034,1.0262,1.026
5.23650531,0.0163,-0.0032,1.0262,1.026
5.238874425,0.0163,-0.0032,1.0260,1.026
5.240366977,0.0165,-0.0032,1.0260,1.026
5.242383644,0.0165,-0.0032,1.0257,1.026
5.247471039,0.0165,-0.0032,1.0257,1.026
5.248265727,0.0165,-0.0032,1.0257,1.026
5.248811144,0.0165,-0.0032,1.0260,1.026
5.250236612,0.0168,-0.0029,1.0260,1.026
5.251734373,0.0168,-0.0029,1.0262,1.026
5.254424633,0.0170,-0.0029,1.0264,1.027
5.257152237,0.0168,-0.0027,1.0267,1.027
5.258840519,0.0168,-0.0027,1.0264,1.027
5.260141716,0.0170,-0.0027,1.0264,1.027
5.262242185,0.0170,-0.0029,1.0267,1.027
5.26502531,0.0168,-0.0029,1.0267,1.027
5.267579477,0.0165,-0.0029,1.0267,1.027
