time,gFx,gFy,gFz,TgF
0.211117708,0.0083,-0.0039,1.0274,1.027
0.213202448,0.0078,-0.0037,1.0274,1.027
0.215625416,0.0068,-0.0034,1.0272,1.027
0.217548333,0.0061,-0.0034,1.0267,1.027
0.219044062,0.0051,-0.0034,1.0262,1.026
0.221424114,0.0046,-0.0032,1.0260,1.026
0.223790729,0.0046,-0.0032,1.0262,1.026
0.225508854,0.0051,-0.0032,1.0262,1.026
0.227887187,0.0058,-0.0034,1.0262,1.026
0.2298225,0.0066,-0.0037,1.0267,1.027
0.235518281,0.0071,-0.0037,1.0272,1.027
0.236180937,0.0076,-0.0037,1.0274,1.027
0.236710312,0.0081,-0.0034,1.0272,1.027
0.238392604,0.0088,-0.0034,1.0272,1.027
0.242832916,0.0096,-0.0032,1.0274,1.027
0.243342083,0.0098,-0.0029,1.0279,1.028
0.249549427,0.0093,-0.0027,1.0279,1.028
0.250138125,0.0083,-0.0024,1.0277,1.028
0.250607395,0.0068,-0.0022,1.0274,1.027
0.251413958,0.0058,-0.0019,1.0272,1.027
0.252626093,0.0049,-0.0017,1.0274,1.027
0.254983958,0.0041,-0.0019,1.0274,1.027
0.256248593,0.0036,-0.0017,1.0274,1.027
0.259192291,0.0034,-0.0017,1.0272,1.027
0.261253489,0.0031,-0.0017,1.0274,1.027
0.263599062,0.0026,-0.0019,1.0274,1.027
0.265964791,0.0021,-0.0019,1.0277,1.028
0.267965,0.0011,-0.0019,1.0270,1.027
0.269492552,0.0001,-0.0019,1.0260,1.026
0.271965833,-0.0004,-0.0019,1.0264,1.026
0.273634739,-0.0004,-0.0019,1.0272,1.027
0.277322239,0.0001,-0.0022,1.0274,1.027
0.277906093,0.0006,-0.0024,1.0272,1.027
0.280085833,0.0011,-0.0027,1.0270,1.027
0.281943958,0.0013,-0.0027,1.0272,1.027
0.28413927,0.0019,-0.0027,1.0274,1.027
0.286493906,0.0026,-0.0029,1.0277,1.028
0.28914802,0.0038,-0.0029,1.0277,1.028
0.290958854,0.0049,-0.0029,1.0279,1.028
0.292398541,0.0053,-0.0029,1.0279,1.028
0.294924947,0.0063,-0.0029,1.0277,1.028
0.297278541,0.0076,-0.0027,1.0277,1.028
0.29948802,0.0086,-0.0024,1.0279,1.028
0.30080026,0.0088,-0.0024,1.0279,1.028
0.302781979,0.0088,-0.0024,1.0274,1.027
0.304597708,0.0086,-0.0024,1.0270,1.027
0.307068385,0.0083,-0.0024,1.0267,1.027
0.308476562,0.0076,-0.0024,1.0270,1.027
0.311415,0.0071,-0.0024,1.0274,1.027
0.312624114,0.0068,-0.0024,1.0274,1.027
0.315470572,0.0063,-0.0024,1.0274,1.027
0.317814479,0.0061,-0.0024,1.0274,1.027
0.319939166,0.0058,-0.0024,1.0274,1.027
0.32220375,0.0061,-0.0024,1.0274,1.027
0.324510468,0.0063,-0.0024,1.0272,1.027
0.326691354,0.0066,-0.0027,1.0270,1.027
0.32821052,0.0068,-0.0029,1.0270,1.027
0.330674322,0.0068,-0.0029,1.0272,1.027
0.335220572,0.0066,-0.0029,1.0272,1.027
0.335776822,0.0066,-0.0032,1.0270,1.027
0.336523697,0.0066,-0.0032,1.0270,1.027
0.338954843,0.0063,-0.0034,1.0274,1.027
0.340436927,0.0061,-0.0034,1.0277,1.028
0.343053437,0.0056,-0.0032,1.0274,1.027
0.348411197,0.0053,-0.0032,1.0272,1.027
0.348862864,0.0053,-0.0029,1.0272,1.027
0.349120833,0.0053,-0.0027,1.0272,1.027
0.351063541,0.0046,-0.0024,1.0272,1.027
0.353392291,0.0038,-0.0019,1.0272,1.027
0.355564843,0.0028,-0.0017,1.0272,1.027
0.357455833,0.0021,-0.0014,1.0272,1.027
0.359719895,0.0013,-0.0014,1.0272,1.027
0.361472812,0.0006,-0.0014,1.0272,1.027
0.363792604,0.0001,-0.0014,1.0267,1.027
0.365368958,-0.0004,-0.0014,1.0264,1.026
0.367130052,-0.0006,-0.0017,1.0264,1.026
0.369808281,-0.0006,-0.0019,1.0262,1.026
0.372154895,-0.0006,-0.0019,1.0260,1.026
0.37434177,-0.0004,-0.0022,1.0257,1.026
0.376663541,-0.0002,-0.0024,1.0257,1.026
0.378890625,0.0004,-0.0027,1.0262,1.026
0.380215625,0.0013,-0.0029,1.0264,1.026
0.382900989,0.0024,-0.0032,1.0267,1.027
0.384255052,0.0031,-0.0034,1.0270,1.027
0.386626718,0.0038,-0.0034,1.0274,1.027
0.388794427,0.0043,-0.0034,1.0279,1.028
0.391032291,0.0046,-0.0034,1.0274,1.027
0.392385937,0.0051,-0.0034,1.0274,1.027
0.395258489,0.0058,-0.0034,1.0277,1.028
0.396564947,0.0063,-0.0034,1.0287,1.029
0.399094375,0.0071,-0.0034,1.0300,1.030
0.401625833,0.0078,-0.0034,1.0285,1.028
0.404102656,0.0086,-0.0032,1.0257,1.026
0.40666651,0.0088,-0.0029,1.0257,1.026
0.408615833,0.0093,-0.0029,1.0270,1.027
0.409149843,0.0093,-0.0029,1.0279,1.028
0.412121614,0.0093,-0.0027,1.0279,1.028
0.41404927,0.0091,-0.0027,1.0274,1.027
0.416468125,0.0086,-0.0027,1.0272,1.027
0.419109531,0.0083,-0.0027,1.0272,1.027
0.4195925,0.0083,-0.0029,1.0274,1.027
0.422858541,0.0081,-0.0032,1.0279,1.028
0.424975989,0.0073,-0.0034,1.0279,1.028
0.427749583,0.0066,-0.0034,1.0274,1.027
0.430110989,0.0066,-0.0034,1.0270,1.027
0.430750104,0.0068,-0.0037,1.0270,1.027
0.436144947,0.0073,-0.0039,1.0277,1.028
0.436757239,0.0071,-0.0039,1.0277,1.028
0.437710885,0.0073,-0.0039,1.0270,1.027
0.439868541,0.0068,-0.0037,1.0262,1.026
0.44171427,0.0063,-0.0037,1.0262,1.026
0.445643437,0.0056,-0.0039,1.0264,1.026
0.44622125,0.0043,-0.0037,1.0264,1.026
0.448287916,0.0036,-0.0037,1.0260,1.026
0.45055526,0.0028,-0.0034,1.0252,1.025
0.452441979,0.0024,-0.0032,1.0252,1.025
0.453928541,0.0016,-0.0029,1.0255,1.025
0.45634901,0.0009,-0.0024,1.0260,1.026
0.45878276,0.0004,-0.0019,1.0257,1.026
0.460145312,0.0004,-0.0017,1.0249,1.025
0.462435989,0.0009,-0.0014,1.0242,1.024
0.464836927,0.0013,-0.0014,1.0237,1.024
0.467460052,0.0013,-0.0012,1.0237,1.024
0.46947151,0.0013,-0.0009,1.0240,1.024
0.469924635,0.0016,-0.0009,1.0242,1.024
0.472836562,0.0013,-0.0009,1.0252,1.025
0.474244322,0.0006,-0.0007,1.0267,1.027
0.476595,-0.0002,-0.0007,1.0277,1.028
0.479067395,-0.0002,0.0001,1.0277,1.028
0.481724218,-0.0009,0.0006,1.0279,1.028
0.483821406,-0.0011,0.0001,1.0287,1.029
0.485549166,-0.0009,-0.0007,1.0294,1.029
0.488121458,-0.0009,-0.0009,1.0294,1.029
0.491090156,-0.0002,-0.0009,1.0285,1.028
0.491652031,0.0009,-0.0012,1.0274,1.027
0.494121718,0.0024,-0.0014,1.0264,1.026
0.496244427,0.0041,-0.0017,1.0260,1.026
0.499539687,0.0058,-0.0019,1.0249,1.025
0.50006177,0.0071,-0.0027,1.0242,1.024
0.502650104,0.0086,-0.0029,1.0242,1.024
0.504784999,0.0101,-0.0024,1.0230,1.023
0.507090572,0.0113,-0.0024,1.0197,1.020
0.508355468,0.0131,-0.0024,1.0173,1.017
0.511029947,0.0138,-0.0024,1.0165,1.017
0.512468906,0.0133,-0.0024,1.0173,1.017
0.515135104,0.0123,-0.0022,1.0188,1.019
0.516357187,0.0113,-0.0022,1.0200,1.020
0.518943749,0.0106,-0.0024,1.0207,1.021
0.520515468,0.0101,-0.0027,1.0212,1.021
0.523517135,0.0093,-0.0029,1.0217,1.022
0.525492812,0.0081,-0.0032,1.0225,1.023
0.527905104,0.0068,-0.0039,1.0242,1.024
0.529907343,0.0051,-0.0044,1.0267,1.027
0.530887499,0.0034,-0.0047,1.0300,1.030
0.533104843,0.0013,-0.0049,1.0329,1.033
0.536895937,-0.0002,-0.0052,1.0357,1.036
0.537937031,-0.0016,-0.0052,1.0364,1.036
0.540464166,-0.0029,-0.0049,1.0349,1.035
0.542946302,-0.0036,-0.0044,1.0332,1.033
0.551543593,-0.0041,-0.0042,1.0319,1.032
0.552210104,-0.0046,-0.0039,1.0309,1.031
0.552566458,-0.0049,-0.0037,1.0307,1.031
0.552907812,-0.0051,-0.0034,1.0304,1.030
0.553264583,-0.0049,-0.0032,1.0300,1.030
0.555013697,-0.0044,-0.0029,1.0302,1.030
0.556260781,-0.0041,-0.0027,1.0317,1.032
0.558829218,-0.0044,-0.0024,1.0309,1.031
0.560322343,-0.0044,-0.0022,1.0282,1.028
0.56266052,-0.0044,-0.0019,1.0264,1.026
0.564076927,-0.0041,-0.0017,1.0260,1.026
0.567278385,-0.0046,-0.0019,1.0257,1.026
0.569449895,-0.0049,-0.0022,1.0262,1.026
0.571623749,-0.0054,-0.0027,1.0272,1.027
0.573382916,-0.0056,-0.0029,1.0279,1.028
0.575686562,-0.0054,-0.0037,1.0279,1.028
0.577411822,-0.0051,-0.0039,1.0277,1.028
0.579806249,-0.0054,-0.0042,1.0274,1.027
0.581592291,-0.0054,-0.0047,1.0274,1.027
0.58386276,-0.0051,-0.0047,1.0272,1.027
0.585185104,-0.0054,-0.0044,1.0272,1.027
0.587287499,-0.0059,-0.0047,1.0282,1.028
0.590080729,-0.0054,-0.0052,1.0289,1.029
0.592404999,-0.0044,-0.0052,1.0285,1.028
0.595290364,-0.0034,-0.0052,1.0282,1.028
0.599732291,-0.0009,-0.0044,1.0285,1.028
0.600301666,-0.0009,-0.0044,1.0285,1.028
0.600895677,0.0001,-0.0042,1.0289,1.029
0.603361458,0.0009,-0.0039,1.0289,1.029
0.605329687,0.0026,-0.0039,1.0279,1.028
0.607384635,0.0046,-0.0037,1.0264,1.026
0.609165781,0.0068,-0.0032,1.0249,1.025
0.611624322,0.0081,-0.0027,1.0242,1.024
0.613113333,0.0091,-0.0024,1.0242,1.024
0.615493385,0.0093,-0.0019,1.0245,1.025
0.617279739,0.0096,-0.0014,1.0245,1.025
0.619631406,0.0096,-0.0012,1.0240,1.024
0.622203333,0.0091,-0.0009,1.0230,1.023
0.625052552,0.0078,-0.0007,1.0215,1.021
0.626846354,0.0061,-0.0004,1.0202,1.020
0.627537187,0.0041,-0.0007,1.0202,1.020
0.630149895,0.0016,-0.0009,1.0215,1.021
0.632293593,-0.0006,-0.0014,1.0242,1.024
0.637483645,-0.0026,-0.0019,1.0274,1.027
0.638332604,-0.0049,-0.0024,1.0294,1.029
0.639068906,-0.0071,-0.0029,1.0297,1.030
0.639784166,-0.0089,-0.0032,1.0292,1.029
0.641949739,-0.0099,-0.0032,1.0287,1.029
0.645114687,-0.0101,-0.0029,1.0294,1.029
0.648340833,-0.0099,-0.0029,1.0304,1.030
0.649486302,-0.0096,-0.0027,1.0309,1.031
0.651822552,-0.0096,-0.0024,1.0302,1.030
0.652508124,-0.0101,-0.0022,1.0289,1.029
0.65518177,-0.0106,-0.0019,1.0279,1.028
0.657498489,-0.0116,-0.0014,1.0274,1.028
0.660109739,-0.0121,-0.0014,1.0277,1.028
0.662304114,-0.0111,-0.0017,1.0279,1.028
0.662922343,-0.0099,-0.0017,1.0272,1.027
0.665516562,-0.0091,-0.0017,1.0260,1.026
0.668503489,-0.0078,-0.0017,1.0252,1.025
0.670613854,-0.0066,-0.0014,1.0249,1.025
0.67196151,-0.0056,-0.0009,1.0249,1.025
0.674270781,-0.0051,-0.0007,1.0249,1.025
0.676757604,-0.0051,-0.0004,1.0249,1.025
0.679819427,-0.0054,-0.0002,1.0245,1.024
0.68134177,-0.0056,-0.0002,1.0245,1.024
0.682639895,-0.0066,-0.0002,1.0252,1.025
0.685016927,-0.0076,-0.0007,1.0257,1.026
0.687146041,-0.0081,-0.0009,1.0255,1.025
0.689008802,-0.0078,-0.0017,1.0249,1.025
0.691817031,-0.0071,-0.0022,1.0245,1.024
0.693113333,-0.0059,-0.0027,1.0249,1.025
0.694891406,-0.0044,-0.0032,1.0260,1.026
0.696448177,-0.0026,-0.0034,1.0277,1.028
0.699256354,-0.0011,-0.0034,1.0279,1.028
0.701982604,0.0009,-0.0034,1.0262,1.026
0.703796666,0.0031,-0.0032,1.0240,1.024
0.706129531,0.0053,-0.0032,1.0232,1.023
0.708378802,0.0068,-0.0029,1.0245,1.024
0.710819479,0.0071,-0.0029,1.0257,1.026
0.71130302,0.0061,-0.0027,1.0260,1.026
0.713884791,0.0049,-0.0027,1.0255,1.025
0.716417708,0.0041,-0.0022,1.0249,1.025
0.718631926,0.0043,-0.0019,1.0255,1.025
0.720067708,0.0041,-0.0019,1.0274,1.027
0.722601041,0.0031,-0.0017,1.0292,1.029
0.724293333,0.0011,-0.0014,1.0300,1.030
0.726420156,-0.0009,-0.0014,1.0300,1.030
0.727979687,-0.0029,-0.0017,1.0289,1.029
0.730799479,-0.0041,-0.0017,1.0285,1.028
0.733031614,-0.0054,-0.0019,1.0282,1.028
0.737513072,-0.0066,-0.0022,1.0285,1.028
0.738234583,-0.0074,-0.0022,1.0279,1.028
0.739289791,-0.0081,-0.0024,1.0270,1.027
0.741159843,-0.0091,-0.0027,1.0264,1.026
0.743359843,-0.0101,-0.0029,1.0267,1.027
0.747370312,-0.0111,-0.0032,1.0277,1.028
0.748053854,-0.0123,-0.0032,1.0287,1.029
0.749364322,-0.0136,-0.0032,1.0294,1.030
0.751186718,-0.0143,-0.0027,1.0287,1.029
0.753009218,-0.0136,-0.0024,1.0279,1.028
0.75565276,-0.0121,-0.0017,1.0285,1.029
0.759093697,-0.0106,-0.0012,1.0289,1.029
0.760730729,-0.0091,-0.0012,1.0285,1.028
0.762688906,-0.0076,-0.0007,1.0277,1.028
0.764886301,-0.0066,-0.0004,1.0270,1.027
0.766393385,-0.0054,-0.0002,1.0262,1.026
0.768535676,-0.0044,-0.0002,1.0262,1.026
0.771517135,-0.0036,0.0001,1.0267,1.027
0.772181093,-0.0036,0.0001,1.0270,1.027
0.774469999,-0.0041,-0.0002,1.0264,1.026
0.77701927,-0.0046,-0.0004,1.0252,1.025
0.780078229,-0.0051,-0.0007,1.0247,1.025
0.781814895,-0.0056,-0.0009,1.0252,1.025
0.783547135,-0.0063,-0.0014,1.0264,1.026
0.785225937,-0.0071,-0.0019,1.0270,1.027
0.787602083,-0.0078,-0.0024,1.0264,1.026
0.789920989,-0.0089,-0.0029,1.0262,1.026
0.792124687,-0.0099,-0.0032,1.0260,1.026
0.794452551,-0.0106,-0.0034,1.0257,1.026
0.795095676,-0.0111,-0.0037,1.0257,1.026
0.797815937,-0.0108,-0.0039,1.0257,1.026
0.799354062,-0.0106,-0.0039,1.0257,1.026
0.802732239,-0.0096,-0.0039,1.0257,1.026
0.80453651,-0.0086,-0.0039,1.0255,1.026
0.805676145,-0.0074,-0.0037,1.0249,1.025
0.807731093,-0.0056,-0.0034,1.0245,1.024
0.810188489,-0.0036,-0.0034,1.0245,1.024
0.812674531,-0.0016,-0.0034,1.0249,1.025
0.815165104,-0.0002,-0.0034,1.0255,1.025
0.81747151,0.0009,-0.0034,1.0252,1.025
0.819720572,0.0016,-0.0032,1.0247,1.025
0.820619479,0.0019,-0.0032,1.0242,1.024
0.823493697,0.0013,-0.0034,1.0245,1.024
0.825432135,0.0004,-0.0039,1.0245,1.024
0.828230729,-0.0006,-0.0042,1.0247,1.025
0.828811926,-0.0016,-0.0042,1.0245,1.024
0.830460833,-0.0019,-0.0037,1.0245,1.024
0.833200156,-0.0019,-0.0037,1.0247,1.025
0.838778906,-0.0021,-0.0039,1.0252,1.025
0.839601926,-0.0026,-0.0044,1.0262,1.026
0.840314479,-0.0041,-0.0052,1.0267,1.027
0.842465364,-0.0061,-0.0054,1.0264,1.026
0.844001197,-0.0076,-0.0054,1.0260,1.026
0.852707916,-0.0089,-0.0056,1.0262,1.026
0.853243854,-0.0106,-0.0062,1.0270,1.027
0.853571562,-0.0128,-0.0064,1.0277,1.028
0.853874895,-0.0153,-0.0062,1.0285,1.029
0.854549374,-0.0181,-0.0054,1.0282,1.028
0.855976093,-0.0205,-0.0049,1.0274,1.028
0.858592864,-0.0226,-0.0047,1.0272,1.027
0.860676197,-0.0238,-0.0047,1.0277,1.028
0.861986979,-0.0243,-0.0047,1.0289,1.029
0.864621979,-0.0230,-0.0047,1.0289,1.029
0.86726276,-0.0201,-0.0044,1.0272,1.027
0.870261562,-0.0168,-0.0039,1.0252,1.025
0.871589374,-0.0143,-0.0034,1.0242,1.024
0.873775208,-0.0126,-0.0029,1.0242,1.024
0.876101979,-0.0116,-0.0022,1.0240,1.024
0.876707083,-0.0123,-0.0014,1.0232,1.023
0.880680208,-0.0143,-0.0009,1.0217,1.022
0.881417708,-0.0161,-0.0002,1.0215,1.022
0.884077395,-0.0168,-0.0002,1.0227,1.023
0.886352708,-0.0181,-0.0004,1.0252,1.025
0.888430781,-0.0203,-0.0007,1.0267,1.027
0.890920676,-0.0220,-0.0012,1.0260,1.026
0.892913281,-0.0223,-0.0019,1.0242,1.024
0.894233697,-0.0228,-0.0027,1.0237,1.024
0.896228801,-0.0230,-0.0032,1.0242,1.024
0.89881427,-0.0223,-0.0037,1.0249,1.025
0.901270468,-0.0205,-0.0042,1.0252,1.025
0.901859947,-0.0183,-0.0047,1.0249,1.025
0.90395927,-0.0171,-0.0049,1.0252,1.025
0.906749843,-0.0171,-0.0052,1.0262,1.026
0.909037968,-0.0186,-0.0052,1.0267,1.027
0.911450937,-0.0205,-0.0047,1.0255,1.026
0.914272656,-0.0215,-0.0042,1.0237,1.024
0.915462656,-0.0215,-0.0039,1.0232,1.023
0.916785364,-0.0215,-0.0034,1.0245,1.025
0.919657708,-0.0220,-0.0032,1.0264,1.027
0.921367656,-0.0220,-0.0032,1.0270,1.027
0.923875885,-0.0208,-0.0029,1.0245,1.025
0.92634026,-0.0183,-0.0024,1.0215,1.022
0.928438749,-0.0153,-0.0017,1.0205,1.021
0.93097776,-0.0128,-0.0012,1.0217,1.022
0.932062135,-0.0111,-0.0009,1.0230,1.023
0.934444791,-0.0114,-0.0004,1.0227,1.023
0.939028853,-0.0123,0.0001,1.0212,1.021
0.939310781,-0.0138,0.0003,1.0200,1.020
0.940415416,-0.0156,0.0001,1.0205,1.021
0.942754739,-0.0176,-0.0004,1.0225,1.023
0.945091666,-0.0208,-0.0004,1.0249,1.025
0.950759635,-0.0260,-0.0004,1.0255,1.026
0.951604583,-0.0303,-0.0004,1.0237,1.024
0.952102031,-0.0318,-0.0007,1.0225,1.023
0.953252812,-0.0318,-0.0012,1.0240,1.024
0.955518228,-0.0320,-0.0017,1.0274,1.028
0.957194635,-0.0345,-0.0022,1.0297,1.030
0.959457968,-0.0385,-0.0027,1.0292,1.030
0.961179687,-0.0405,-0.0027,1.0272,1.028
0.96335401,-0.0412,-0.0022,1.0255,1.026
0.965134635,-0.0415,-0.0014,1.0255,1.026
0.967638437,-0.0417,-0.0009,1.0285,1.029
0.969651874,-0.0420,-0.0009,1.0317,1.033
0.971025624,-0.0425,-0.0007,1.0324,1.033
0.973860781,-0.0435,-0.0004,1.0304,1.031
0.976200156,-0.0447,-0.0002,1.0287,1.030
0.978567031,-0.0460,-0.0002,1.0292,1.030
0.980177291,-0.0467,-0.0009,1.0307,1.032
0.982459635,-0.0467,-0.0017,1.0317,1.033
0.984285989,-0.0462,-0.0022,1.0307,1.032
0.98663302,-0.0460,-0.0022,1.0297,1.031
0.988030728,-0.0452,-0.0022,1.0309,1.032
0.990866041,-0.0435,-0.0024,1.0332,1.034
0.992935103,-0.0430,-0.0027,1.0342,1.035
0.995319843,-0.0445,-0.0027,1.0332,1.034
0.997171978,-0.0462,-0.0024,1.0307,1.032
0.998873124,-0.0484,-0.0024,1.0289,1.030
1.000492239,-0.0512,-0.0024,1.0292,1.030
1.003810051,-0.0534,-0.0022,1.0300,1.031
1.006204531,-0.0542,-0.0022,1.0304,1.032
1.007594739,-0.0529,-0.0019,1.0300,1.031
1.010099739,-0.0509,-0.0017,1.0289,1.030
1.012211458,-0.0492,-0.0012,1.0282,1.029
1.013814635,-0.0484,-0.0007,1.0285,1.030
1.016711926,-0.0482,-0.0004,1.0282,1.029
1.018428072,-0.0487,-0.0004,1.0270,1.028
1.020066301,-0.0492,-0.0007,1.0257,1.027
1.02227901,-0.0494,-0.0009,1.0257,1.027
1.024018749,-0.0509,-0.0012,1.0267,1.028
1.026185468,-0.0527,-0.0019,1.0272,1.029
1.028131093,-0.0537,-0.0024,1.0264,1.028
1.030426197,-0.0549,-0.0032,1.0237,1.025
1.031995989,-0.0562,-0.0034,1.0207,1.022
1.034507239,-0.0557,-0.0037,1.0195,1.021
1.040078541,-0.0547,-0.0037,1.0202,1.022
1.040864114,-0.0539,-0.0037,1.0217,1.023
1.041910416,-0.0539,-0.0034,1.0225,1.024
1.043622447,-0.0539,-0.0024,1.0220,1.023
1.04585677,-0.0557,-0.0019,1.0212,1.023
1.047482187,-0.0611,-0.0012,1.0225,1.024
1.053210781,-0.0664,-0.0007,1.0252,1.027
1.053948958,-0.0676,-0.0007,1.0267,1.029
1.054498124,-0.0666,-0.0007,1.0262,1.028
1.055624739,-0.0656,-0.0009,1.0255,1.028
1.056923645,-0.0651,-0.0009,1.0262,1.028
1.059158853,-0.0654,-0.0009,1.0282,1.030
1.062199062,-0.0651,-0.0012,1.0294,1.031
1.064121093,-0.0639,-0.0012,1.0289,1.031
1.066393801,-0.0624,-0.0012,1.0274,1.029
1.068002239,-0.0611,-0.0012,1.0264,1.028
1.070909843,-0.0606,-0.0012,1.0260,1.028
1.072498281,-0.0604,-0.0012,1.0255,1.027
1.074487708,-0.0609,-0.0012,1.0255,1.027
1.076192499,-0.0611,-0.0014,1.0260,1.028
1.078642187,-0.0602,-0.0014,1.0264,1.028
1.080890833,-0.0591,-0.0014,1.0267,1.028
1.082790624,-0.0589,-0.0017,1.0270,1.029
1.084984635,-0.0587,-0.0019,1.0277,1.029
1.087560051,-0.0577,-0.0024,1.0277,1.029
1.089302291,-0.0557,-0.0027,1.0272,1.029
1.091995937,-0.0539,-0.0029,1.0262,1.028
1.093945312,-0.0524,-0.0029,1.0252,1.027
1.096106353,-0.0512,-0.0027,1.0252,1.027
