time,gFx,gFy,gFz,TgF
0.001913334,-0.0492,-0.0027,1.0262,1.027
0.002399792,-0.0492,-0.0022,1.0260,1.027
0.002700625,-0.0492,-0.0022,1.0262,1.027
0.002997604,-0.0492,-0.0017,1.0264,1.028
0.004885469,-0.0494,-0.0014,1.0262,1.027
0.005180157,-0.0494,-0.0009,1.0257,1.027
0.008067448,-0.0489,-0.0004,1.0255,1.027
0.008358802,-0.0484,-0.0002,1.0255,1.027
0.009648438,-0.0482,0.0001,1.0260,1.027
0.014058386,-0.0482,0.0006,1.0262,1.027
0.014303073,-0.0482,0.0008,1.0264,1.028
0.016191198,-0.0482,0.0011,1.0264,1.028
0.01876849,-0.0479,0.0013,1.0262,1.027
0.020236615,-0.0477,0.0018,1.0262,1.027
0.022547969,-0.0475,0.0018,1.0262,1.027
0.024801042,-0.0475,0.0021,1.0264,1.028
0.027128698,-0.0472,0.0021,1.0267,1.028
0.02858,-0.0472,0.0021,1.0270,1.028
0.031775625,-0.0472,0.0021,1.0270,1.028
0.032839323,-0.0469,0.0018,1.0267,1.028
0.035949792,-0.0469,0.0018,1.0267,1.028
0.037610313,-0.0469,0.0013,1.0270,1.028
0.039706667,-0.0469,0.0011,1.0272,1.028
0.041494688,-0.0469,0.0006,1.0270,1.028
0.043863542,-0.0465,0.0003,1.0270,1.028
0.046743646,-0.0465,-0.0004,1.0272,1.028
0.048174948,-0.0467,-0.0009,1.0274,1.029
0.049635209,-0.0469,-0.0017,1.0274,1.029
0.052495313,-0.0469,-0.0024,1.0270,1.028
0.05371375,-0.0469,-0.0029,1.0267,1.028
0.055711563,-0.0472,-0.0032,1.0270,1.028
0.057694688,-0.0482,-0.0032,1.0272,1.028
0.060419636,-0.0492,-0.0032,1.0277,1.029
0.062440782,-0.0502,-0.0032,1.0274,1.029
0.064760104,-0.0509,-0.0032,1.0270,1.028
0.067556042,-0.0514,-0.0032,1.0267,1.028
0.069839219,-0.0517,-0.0029,1.0267,1.028
0.07115224,-0.0514,-0.0027,1.0267,1.028
0.073119479,-0.0512,-0.0024,1.0270,1.028
0.075575886,-0.0512,-0.0019,1.0270,1.028
0.077672396,-0.0512,-0.0017,1.0270,1.028
0.080092761,-0.0512,-0.0014,1.0267,1.028
0.08192,-0.0512,-0.0012,1.0264,1.028
0.083929792,-0.0512,-0.0012,1.0262,1.027
0.085420886,-0.0514,-0.0009,1.0264,1.028
0.087721719,-0.0517,-0.0007,1.0267,1.028
0.093446094,-0.0514,-0.0004,1.0264,1.028
0.095014375,-0.0507,-0.0002,1.0260,1.027
0.096868438,-0.0499,-0.0002,1.0257,1.027
0.097476511,-0.0492,-0.0002,1.0257,1.027
0.098110677,-0.0487,0.0001,1.0262,1.027
0.099390261,-0.0482,0.0001,1.0264,1.028
0.102069479,-0.0475,0.0003,1.0262,1.027
0.104253542,-0.0469,0.0003,1.0262,1.027
0.107091563,-0.0479,0.0008,1.0264,1.028
0.108366667,-0.0494,0.0006,1.0272,1.028
0.110269115,-0.0489,-0.0004,1.0285,1.030
0.111889011,-0.0460,-0.0012,1.0287,1.030
0.114620834,-0.0430,-0.0014,1.0272,1.028
0.117007031,-0.0422,-0.0019,1.0260,1.027
0.119986042,-0.0425,-0.0022,1.0264,1.027
0.121524479,-0.0427,-0.0027,1.0272,1.028
0.12485474,-0.0427,-0.0029,1.0279,1.029
0.125913698,-0.0427,-0.0032,1.0285,1.029
0.128041771,-0.0430,-0.0034,1.0282,1.029
0.129760834,-0.0432,-0.0034,1.0277,1.029
0.132048698,-0.0437,-0.0032,1.0272,1.028
0.133727396,-0.0439,-0.0032,1.0272,1.028
0.136112709,-0.0442,-0.0032,1.0274,1.028
0.138428334,-0.0445,-0.0032,1.0277,1.029
0.140653334,-0.0447,-0.0032,1.0277,1.029
0.142696302,-0.0447,-0.0029,1.0274,1.028
0.143359271,-0.0450,-0.0029,1.0270,1.028
0.147166511,-0.0457,-0.0027,1.0267,1.028
0.148686719,-0.0462,-0.0024,1.0270,1.028
0.1512775,-0.0467,-0.0024,1.0272,1.028
0.153048334,-0.0472,-0.0019,1.0270,1.028
0.155094323,-0.0477,-0.0017,1.0264,1.028
0.156679063,-0.0484,-0.0014,1.0262,1.027
0.158694531,-0.0494,-0.0014,1.0267,1.028
0.161234792,-0.0502,-0.0012,1.0270,1.028
0.163347813,-0.0502,-0.0012,1.0270,1.028
0.164998594,-0.0502,-0.0012,1.0270,1.028
0.166573802,-0.0504,-0.0009,1.0272,1.028
0.169524792,-0.0507,-0.0009,1.0272,1.028
0.171477709,-0.0507,-0.0007,1.0262,1.027
0.173687917,-0.0504,-0.0007,1.0260,1.027
0.176032604,-0.0499,-0.0007,1.0267,1.028
0.177690729,-0.0489,-0.0004,1.0274,1.029
0.180571459,-0.0484,-0.0004,1.0282,1.029
0.181871094,-0.0482,-0.0004,1.0287,1.030
0.184148906,-0.0479,-0.0007,1.0285,1.030
0.185937292,-0.0472,-0.0007,1.0277,1.029
0.188274063,-0.0467,-0.0009,1.0272,1.028
0.190728021,-0.0460,-0.0012,1.0272,1.028
0.194680104,-0.0452,-0.0017,1.0272,1.028
0.196032344,-0.0447,-0.0017,1.0274,1.028
0.197201511,-0.0442,-0.0019,1.0277,1.029
0.198651563,-0.0439,-0.0022,1.0277,1.029
0.201056927,-0.0437,-0.0024,1.0274,1.028
0.20368474,-0.0430,-0.0027,1.0274,1.028
0.204284323,-0.0430,-0.0024,1.0274,1.028
0.206913959,-0.0432,-0.0027,1.0277,1.029
0.208755104,-0.0439,-0.0027,1.0279,1.029
0.211125209,-0.0447,-0.0024,1.0279,1.029
0.214170156,-0.0450,-0.0022,1.0277,1.029
0.2153025,-0.0452,-0.0019,1.0274,1.028
0.217717552,-0.0457,-0.0017,1.0277,1.029
0.219117761,-0.0462,-0.0017,1.0279,1.029
0.221495834,-0.0469,-0.0014,1.0279,1.029
0.223160521,-0.0472,-0.0012,1.0274,1.029
0.225605781,-0.0472,-0.0012,1.0262,1.027
0.228276406,-0.0477,-0.0012,1.0255,1.027
0.230131979,-0.0482,-0.0007,1.0255,1.027
0.232372188,-0.0484,-0.0007,1.0260,1.027
0.234957188,-0.0487,-0.0007,1.0260,1.027
0.237499584,-0.0492,-0.0007,1.0260,1.027
0.241178906,-0.0499,-0.0007,1.0260,1.027
0.241762761,-0.0509,-0.0007,1.0260,1.027
0.243255886,-0.0517,-0.0009,1.0260,1.027
0.245199531,-0.0524,-0.0009,1.0260,1.027
0.247627552,-0.0532,-0.0009,1.0257,1.027
0.250297136,-0.0537,-0.0009,1.0255,1.027
0.251881042,-0.0542,-0.0012,1.0257,1.027
0.252484063,-0.0542,-0.0014,1.0262,1.028
0.255205573,-0.0537,-0.0014,1.0267,1.028
0.257518281,-0.0534,-0.0017,1.0267,1.028
0.259915417,-0.0532,-0.0019,1.0267,1.028
0.263178594,-0.0524,-0.0022,1.0264,1.028
0.264143646,-0.0514,-0.0022,1.0262,1.027
0.266895781,-0.0504,-0.0022,1.0262,1.027
0.267961198,-0.0502,-0.0022,1.0264,1.028
0.269871198,-0.0507,-0.0022,1.0270,1.028
0.272181719,-0.0507,-0.0022,1.0270,1.028
0.274035834,-0.0504,-0.0019,1.0264,1.028
0.276017396,-0.0499,-0.0017,1.0262,1.027
0.277542188,-0.0502,-0.0017,1.0267,1.028
0.280914584,-0.0507,-0.0017,1.0272,1.028
0.282794011,-0.0509,-0.0017,1.0272,1.028
0.284978021,-0.0504,-0.0014,1.0267,1.028
0.287297292,-0.0499,-0.0012,1.0262,1.027
0.288920625,-0.0497,-0.0012,1.0262,1.027
0.291218802,-0.0497,-0.0009,1.0264,1.028
0.295128698,-0.0499,-0.0007,1.0267,1.028
0.296652604,-0.0497,-0.0004,1.0267,1.028
0.298734636,-0.0494,-0.0002,1.0262,1.027
0.300012917,-0.0492,0.0001,1.0257,1.027
0.301536719,-0.0492,0.0001,1.0257,1.027
0.303123854,-0.0489,0.0003,1.0262,1.027
0.305734531,-0.0484,0.0003,1.0267,1.028
0.307847709,-0.0487,0.0006,1.0270,1.028
0.310396198,-0.0489,0.0008,1.0270,1.028
0.311482604,-0.0489,0.0011,1.0272,1.028
0.314348594,-0.0484,0.0011,1.0274,1.029
0.315370834,-0.0482,0.0011,1.0279,1.029
0.318326875,-0.0479,0.0011,1.0282,1.029
0.320559688,-0.0479,0.0008,1.0285,1.030
0.322684219,-0.0477,0.0008,1.0279,1.029
0.325514323,-0.0467,0.0006,1.0277,1.029
0.327392709,-0.0462,0.0003,1.0274,1.028
0.328676615,-0.0460,0.0003,1.0274,1.028
0.330765209,-0.0462,0.0001,1.0272,1.028
0.332139479,-0.0462,0.0001,1.0272,1.028
0.334279948,-0.0465,-0.0002,1.0270,1.028
0.336819583,-0.0469,-0.0002,1.0270,1.028
0.340119896,-0.0475,-0.0002,1.0272,1.028
0.341678438,-0.0484,-0.0004,1.0272,1.028
0.3439125,-0.0492,-0.0007,1.0270,1.028
0.345683646,-0.0499,-0.0007,1.0270,1.028
0.3481025,-0.0504,-0.0007,1.0267,1.028
0.350450313,-0.0509,-0.0007,1.0267,1.028
0.352382865,-0.0509,-0.0007,1.0267,1.028
0.354506511,-0.0509,-0.0007,1.0270,1.028
0.356766094,-0.0507,-0.0004,1.0267,1.028
0.357337188,-0.0504,-0.0004,1.0264,1.028
0.359986354,-0.0499,-0.0002,1.0264,1.028
0.362427708,-0.0497,-0.0002,1.0264,1.028
0.364477708,-0.0492,-0.0002,1.0264,1.028
0.366667656,-0.0487,0.0001,1.0262,1.027
0.368898594,-0.0487,0.0001,1.0264,1.028
0.3712025,-0.0492,0.0001,1.0267,1.028
0.372809115,-0.0494,0.0001,1.0267,1.028
0.375136875,-0.0494,0.0001,1.0262,1.027
0.37734724,-0.0492,0.0001,1.0260,1.027
0.379414583,-0.0494,0.0001,1.0262,1.027
0.381959271,-0.0494,-0.0002,1.0264,1.028
0.384584167,-0.0492,-0.0002,1.0264,1.028
0.386254375,-0.0484,-0.0004,1.0264,1.028
0.386917188,-0.0479,-0.0007,1.0260,1.027
0.388695886,-0.0477,-0.0012,1.0255,1.027
0.391516302,-0.0475,-0.0017,1.0252,1.026
0.395204531,-0.0469,-0.0019,1.0252,1.026
0.397761146,-0.0465,-0.0022,1.0252,1.026
0.39828474,-0.0465,-0.0024,1.0257,1.027
0.400227136,-0.0467,-0.0027,1.0264,1.028
0.402171094,-0.0472,-0.0029,1.0270,1.028
0.40483224,-0.0475,-0.0032,1.0274,1.029
0.407925208,-0.0475,-0.0032,1.0279,1.029
0.409176823,-0.0469,-0.0034,1.0282,1.029
0.411458958,-0.0462,-0.0039,1.0287,1.030
0.412554115,-0.0460,-0.0047,1.0294,1.030
0.414934219,-0.0460,-0.0054,1.0302,1.031
0.417333802,-0.0422,-0.0074,1.0307,1.032
0.419147552,-0.0353,-0.0101,1.0307,1.031
0.420057813,-0.0313,-0.0106,1.0302,1.031
0.422463958,-0.0345,-0.0096,1.0300,1.031
0.424868281,-0.0427,-0.0074,1.0314,1.032
0.427187292,-0.0502,-0.0047,1.0337,1.035
0.429474375,-0.0544,-0.0022,1.0349,1.036
0.431764583,-0.0547,-0.0002,1.0334,1.035
0.434087604,-0.0527,0.0008,1.0304,1.032
0.43578349,-0.0517,0.0013,1.0285,1.030
0.437920208,-0.0519,0.0018,1.0289,1.030
0.440469271,-0.0529,0.0028,1.0300,1.031
0.441050417,-0.0544,0.0041,1.0309,1.032
0.443382448,-0.0566,0.0053,1.0304,1.032
0.44591724,-0.0581,0.0056,1.0297,1.031
0.448508073,-0.0596,0.0056,1.0294,1.031
0.450083073,-0.0602,0.0051,1.0300,1.032
0.452468698,-0.0599,0.0045,1.0304,1.032
0.454990052,-0.0594,0.0041,1.0304,1.032
0.456921719,-0.0591,0.0031,1.0304,1.032
0.459814948,-0.0539,0.0011,1.0307,1.032
0.460817552,-0.0375,-0.0037,1.0314,1.032
0.463939636,-0.0248,-0.0062,1.0304,1.031
0.464505,-0.0235,-0.0049,1.0317,1.032
0.467814063,-0.0233,-0.0044,1.0379,1.038
0.468752552,-0.0213,-0.0052,1.0389,1.039
0.471305677,-0.0191,-0.0052,1.0312,1.031
0.472650469,-0.0191,-0.0042,1.0245,1.025
0.475363438,-0.0186,-0.0039,1.0240,1.024
0.477923594,-0.0173,-0.0039,1.0237,1.024
0.480046771,-0.0161,-0.0037,1.0217,1.022
0.482049844,-0.0156,-0.0032,1.0197,1.020
0.484758073,-0.0153,-0.0029,1.0192,1.019
0.486117136,-0.0143,-0.0027,1.0195,1.020
0.488258646,-0.0141,-0.0027,1.0207,1.021
0.489965208,-0.0148,-0.0024,1.0227,1.023
0.494901719,-0.0153,-0.0022,1.0247,1.025
0.496792656,-0.0156,-0.0017,1.0260,1.026
0.497382656,-0.0156,-0.0014,1.0272,1.027
0.497710469,-0.0158,-0.0012,1.0289,1.029
0.50024125,-0.0168,-0.0007,1.0307,1.031
0.50280125,-0.0178,-0.0004,1.0317,1.032
0.503971719,-0.0183,-0.0002,1.0317,1.032
0.50704375,-0.0186,0.0003,1.0309,1.031
0.509043958,-0.0183,0.0006,1.0300,1.030
0.511334636,-0.0188,0.0008,1.0289,1.029
0.513455573,-0.0193,0.0011,1.0279,1.028
0.515774636,-0.0186,0.0008,1.0267,1.027
0.518500573,-0.0181,0.0008,1.0255,1.026
0.520195417,-0.0176,0.0006,1.0249,1.025
0.521745781,-0.0176,0.0003,1.0245,1.025
0.524091042,-0.0176,0.0001,1.0245,1.025
0.525917865,-0.0176,-0.0002,1.0247,1.025
0.528192604,-0.0176,-0.0007,1.0249,1.025
0.530700052,-0.0176,-0.0009,1.0255,1.026
0.532691302,-0.0173,-0.0014,1.0260,1.026
0.534720313,-0.0171,-0.0017,1.0260,1.026
0.537042292,-0.0166,-0.0019,1.0255,1.026
0.539161927,-0.0161,-0.0022,1.0249,1.025
0.540741979,-0.0158,-0.0024,1.0240,1.024
0.542962136,-0.0161,-0.0027,1.0230,1.023
0.545357292,-0.0161,-0.0027,1.0230,1.023
0.547183542,-0.0163,-0.0027,1.0237,1.024
0.548823125,-0.0166,-0.0029,1.0252,1.025
0.550773177,-0.0166,-0.0029,1.0262,1.026
0.552163177,-0.0166,-0.0032,1.0257,1.026
0.554237865,-0.0163,-0.0032,1.0252,1.025
0.557031563,-0.0161,-0.0032,1.0260,1.026
0.560464479,-0.0161,-0.0032,1.0277,1.028
0.561667396,-0.0161,-0.0032,1.0287,1.029
0.563734583,-0.0158,-0.0029,1.0287,1.029
0.565720104,-0.0156,-0.0029,1.0279,1.028
0.567907188,-0.0156,-0.0027,1.0272,1.027
0.569643646,-0.0158,-0.0024,1.0262,1.026
0.57220724,-0.0163,-0.0019,1.0255,1.026
0.573602396,-0.0166,-0.0017,1.0252,1.025
0.57660776,-0.0168,-0.0014,1.0255,1.026
0.578659219,-0.0176,-0.0009,1.0260,1.026
0.580393333,-0.0181,-0.0007,1.0262,1.026
0.582550521,-0.0183,-0.0004,1.0260,1.026
0.584809219,-0.0183,-0.0002,1.0255,1.026
0.587034635,-0.0181,0.0001,1.0249,1.025
0.588507083,-0.0181,0.0003,1.0245,1.025
0.590774375,-0.0183,0.0003,1.0240,1.024
0.595572604,-0.0181,0.0003,1.0237,1.024
0.595950677,-0.0176,0.0003,1.0237,1.024
0.599207552,-0.0173,0.0001,1.0240,1.024
0.599856875,-0.0176,-0.0002,1.0245,1.025
0.6020375,-0.0178,-0.0002,1.0252,1.025
0.604908958,-0.0178,-0.0002,1.0257,1.026
0.60541276,-0.0181,-0.0004,1.0260,1.026
0.60700724,-0.0183,-0.0007,1.0262,1.026
0.609853594,-0.0188,-0.0007,1.0264,1.027
0.612124583,-0.0193,-0.0009,1.0264,1.027
0.614044115,-0.0193,-0.0012,1.0264,1.027
0.616363906,-0.0193,-0.0012,1.0262,1.026
0.618390833,-0.0191,-0.0012,1.0262,1.026
0.620408177,-0.0191,-0.0012,1.0264,1.027
0.622226146,-0.0191,-0.0012,1.0267,1.027
0.624378646,-0.0186,-0.0012,1.0270,1.027
0.62737125,-0.0181,-0.0012,1.0274,1.028
0.629024844,-0.0176,-0.0009,1.0279,1.028
0.631562708,-0.0173,-0.0007,1.0282,1.028
0.633134583,-0.0171,-0.0004,1.0285,1.029
0.635031615,-0.0168,-0.0004,1.0285,1.029
0.636956354,-0.0166,-0.0002,1.0287,1.029
0.63922526,-0.0166,0.0003,1.0289,1.029
0.641510573,-0.0166,0.0006,1.0292,1.029
0.643565156,-0.0166,0.0008,1.0294,1.030
0.645174063,-0.0163,0.0011,1.0297,1.030
0.647248125,-0.0161,0.0013,1.0297,1.030
0.649626198,-0.0158,0.0013,1.0297,1.030
0.653107865,-0.0158,0.0016,1.0294,1.030
0.653889479,-0.0158,0.0016,1.0287,1.029
0.655929063,-0.0156,0.0016,1.0285,1.029
0.657843177,-0.0153,0.0016,1.0287,1.029
0.660831979,-0.0153,0.0016,1.0289,1.029
0.66187349,-0.0156,0.0016,1.0292,1.029
0.663752188,-0.0153,0.0013,1.0292,1.029
0.66609875,-0.0151,0.0011,1.0287,1.029
0.668304219,-0.0148,0.0008,1.0277,1.028
0.670733438,-0.0148,0.0006,1.0267,1.027
0.672925208,-0.0151,0.0003,1.0257,1.026
0.675014115,-0.0151,0.0001,1.0252,1.025
0.676380781,-0.0153,-0.0004,1.0252,1.025
0.67880625,-0.0161,-0.0007,1.0260,1.026
0.680893125,-0.0171,-0.0012,1.0279,1.028
0.683268385,-0.0178,-0.0017,1.0297,1.030
0.68531625,-0.0186,-0.0022,1.0300,1.030
0.687306302,-0.0186,-0.0024,1.0300,1.030
0.68943224,-0.0188,-0.0027,1.0294,1.030
0.692275208,-0.0188,-0.0029,1.0289,1.029
0.696020469,-0.0186,-0.0032,1.0285,1.029
0.696867552,-0.0181,-0.0032,1.0287,1.029
0.6978675,-0.0178,-0.0034,1.0289,1.029
0.699894219,-0.0178,-0.0032,1.0274,1.028
0.701674219,-0.0178,-0.0029,1.0242,1.024
0.704026667,-0.0176,-0.0027,1.0220,1.022
0.705469688,-0.0176,-0.0027,1.0215,1.022
0.708433646,-0.0173,-0.0029,1.0225,1.023
0.710210417,-0.0171,-0.0029,1.0245,1.025
0.712635521,-0.0171,-0.0027,1.0264,1.027
0.714940833,-0.0168,-0.0027,1.0274,1.028
0.71655651,-0.0166,-0.0024,1.0270,1.027
0.718020052,-0.0168,-0.0022,1.0262,1.026
0.7206875,-0.0171,-0.0022,1.0249,1.025
0.722883958,-0.0176,-0.0019,1.0237,1.024
0.724985833,-0.0178,-0.0017,1.0230,1.023
0.72760375,-0.0181,-0.0017,1.0232,1.023
0.730312708,-0.0178,-0.0019,1.0242,1.024
0.731660208,-0.0178,-0.0019,1.0252,1.025
0.733892917,-0.0178,-0.0017,1.0255,1.026
0.736030052,-0.0178,-0.0017,1.0247,1.025
0.738851563,-0.0188,-0.0017,1.0240,1.024
0.739901667,-0.0201,-0.0014,1.0232,1.023
0.742385833,-0.0215,-0.0017,1.0237,1.024
0.744218594,-0.0230,-0.0017,1.0249,1.025
0.746016406,-0.0245,-0.0017,1.0264,1.027
0.748062813,-0.0253,-0.0019,1.0279,1.028
0.750624688,-0.0253,-0.0019,1.0292,1.030
0.752667083,-0.0245,-0.0019,1.0292,1.029
0.75459474,-0.0235,-0.0022,1.0285,1.029
0.756938594,-0.0230,-0.0024,1.0277,1.028
0.759180156,-0.0230,-0.0027,1.0279,1.028
0.76117776,-0.0235,-0.0029,1.0287,1.029
0.762769063,-0.0241,-0.0032,1.0294,1.030
0.765163438,-0.0238,-0.0034,1.0297,1.030
0.767308542,-0.0230,-0.0034,1.0297,1.030
0.769591042,-0.0226,-0.0034,1.0297,1.030
0.770342552,-0.0226,-0.0034,1.0300,1.030
0.772942448,-0.0223,-0.0032,1.0302,1.030
0.775148385,-0.0223,-0.0029,1.0304,1.031
0.777484219,-0.0223,-0.0027,1.0307,1.031
0.779724583,-0.0223,-0.0024,1.0307,1.031
0.782058125,-0.0223,-0.0019,1.0304,1.031
0.784203958,-0.0220,-0.0014,1.0300,1.030
0.785861406,-0.0218,-0.0012,1.0297,1.030
0.788239062,-0.0215,-0.0007,1.0292,1.029
0.789728542,-0.0215,-0.0002,1.0292,1.029
0.79213349,-0.0213,0.0001,1.0289,1.029
0.796542917,-0.0213,0.0003,1.0287,1.029
0.796982812,-0.0211,0.0006,1.0285,1.029
0.79851375,-0.0213,0.0008,1.0285,1.029
0.800571094,-0.0218,0.0008,1.0287,1.029
0.802567969,-0.0220,0.0008,1.0285,1.029
0.805932292,-0.0223,0.0008,1.0285,1.029
0.806314687,-0.0226,0.0008,1.0285,1.029
0.808209948,-0.0230,0.0006,1.0287,1.029
0.810771354,-0.0238,0.0006,1.0287,1.029
0.813001667,-0.0243,0.0003,1.0287,1.029
0.815455312,-0.0248,0.0006,1.0285,1.029
0.817655521,-0.0248,0.0006,1.0279,1.028
0.819040677,-0.0250,0.0003,1.0277,1.028
0.821377604,-0.0255,0.0003,1.0277,1.028
0.823594115,-0.0258,0.0001,1.0279,1.028
0.825106979,-0.0258,-0.0002,1.0279,1.028
0.826977604,-0.0260,-0.0007,1.0279,1.028
0.830344271,-0.0265,-0.0009,1.0279,1.028
0.832213177,-0.0268,-0.0009,1.0279,1.028
0.834645573,-0.0268,-0.0014,1.0279,1.028
0.836749948,-0.0265,-0.0017,1.0279,1.028
0.839418073,-0.0265,-0.0019,1.0279,1.028
0.841022969,-0.0260,-0.0022,1.0279,1.028
0.841684115,-0.0260,-0.0022,1.0277,1.028
0.844155104,-0.0258,-0.0022,1.0274,1.028
0.846505365,-0.0255,-0.0022,1.0272,1.028
0.848664479,-0.0255,-0.0024,1.0272,1.028
0.851268906,-0.0260,-0.0022,1.0274,1.028
0.853345833,-0.0260,-0.0022,1.0274,1.028
0.855065,-0.0260,-0.0022,1.0274,1.028
0.856610156,-0.0258,-0.0022,1.0272,1.028
0.859584375,-0.0258,-0.0019,1.0272,1.028
0.860559427,-0.0258,-0.0019,1.0272,1.028
0.863240365,-0.0258,-0.0017,1.0272,1.028
0.865569062,-0.0253,-0.0014,1.0272,1.028
0.867777969,-0.0250,-0.0012,1.0272,1.028
0.869954062,-0.0253,-0.0009,1.0272,1.028
0.873030208,-0.0253,-0.0012,1.0270,1.027
0.87384,-0.0250,-0.0009,1.0267,1.027
0.87697401,-0.0250,-0.0012,1.0267,1.027
0.877736562,-0.0248,-0.0012,1.0267,1.027
0.881071406,-0.0250,-0.0012,1.0270,1.027
0.881395469,-0.0248,-0.0012,1.0270,1.027
0.884152969,-0.0250,-0.0014,1.0267,1.027
0.887620312,-0.0248,-0.0014,1.0267,1.027
0.888487135,-0.0250,-0.0017,1.0267,1.027
0.891719167,-0.0255,-0.0017,1.0267,1.027
0.893032708,-0.0258,-0.0019,1.0267,1.027
0.897150104,-0.0260,-0.0019,1.0264,1.027
0.89906349,-0.0260,-0.0022,1.0262,1.027
0.899752344,-0.0263,-0.0022,1.0262,1.027
0.900358385,-0.0265,-0.0024,1.0264,1.027
0.902830208,-0.0265,-0.0027,1.0264,1.027
0.904559896,-0.0265,-0.0027,1.0264,1.027
0.90741026,-0.0268,-0.0027,1.0267,1.027
0.909389219,-0.0273,-0.0027,1.0270,1.027
0.91227125,-0.0275,-0.0027,1.0267,1.027
0.914337656,-0.0278,-0.0027,1.0267,1.027
0.916017604,-0.0278,-0.0027,1.0267,1.027
0.917984271,-0.0275,-0.0029,1.0272,1.028
0.919855625,-0.0275,-0.0027,1.0272,1.028
0.921776094,-0.0275,-0.0027,1.0270,1.027
0.924003542,-0.0270,-0.0024,1.0270,1.027
0.925880417,-0.0268,-0.0022,1.0270,1.027
0.928674896,-0.0263,-0.0019,1.0272,1.028
0.931595937,-0.0260,-0.0017,1.0274,1.028
0.932938281,-0.0258,-0.0014,1.0277,1.028
0.934388906,-0.0253,-0.0009,1.0274,1.028
0.937018125,-0.0248,-0.0007,1.0272,1.028
0.938033594,-0.0241,-0.0007,1.0272,1.027
0.940726771,-0.0238,-0.0004,1.0272,1.027
0.943752865,-0.0230,-0.0004,1.0274,1.028
0.944908698,-0.0226,-0.0002,1.0277,1.028
0.94808849,-0.0223,-0.0002,1.0277,1.028
0.949630625,-0.0226,-0.0002,1.0279,1.028
0.95186224,-0.0230,0.0001,1.0282,1.028
0.954590885,-0.0233,0.0001,1.0282,1.028
0.956144062,-0.0230,0.0003,1.0279,1.028
0.957971562,-0.0230,0.0003,1.0277,1.028
0.960021823,-0.0233,0.0003,1.0277,1.028
0.962351198,-0.0233,0.0003,1.0277,1.028
0.964108854,-0.0233,0.0001,1.0277,1.028
0.966119062,-0.0230,-0.0002,1.0277,1.028
0.968343958,-0.0230,-0.0002,1.0274,1.028
0.970768906,-0.0230,-0.0004,1.0272,1.027
0.973403125,-0.0233,-0.0007,1.0270,1.027
0.974971146,-0.0233,-0.0007,1.0264,1.027
0.976709844,-0.0233,-0.0007,1.0267,1.027
0.978842031,-0.0238,-0.0009,1.0270,1.027
0.980898385,-0.0245,-0.0009,1.0270,1.027
0.983263437,-0.0250,-0.0009,1.0267,1.027
0.98504349,-0.0253,-0.0009,1.0264,1.027
0.987641354,-0.0255,-0.0012,1.0264,1.027
0.989153906,-0.0260,-0.0012,1.0267,1.027
0.990966146,-0.0263,-0.0012,1.0267,1.027
0.992697292,-0.0263,-0.0012,1.0267,1.027
0.997432917,-0.0263,-0.0012,1.0267,1.027
1.001123906,-0.0263,-0.0014,1.0270,1.027
1.001669114,-0.0268,-0.0014,1.0270,1.027
1.002136302,-0.0270,-0.0014,1.0272,1.028
1.004042187,-0.0273,-0.0012,1.0270,1.027
1.005859739,-0.0273,-0.0012,1.0270,1.027
1.00848401,-0.0273,-0.0009,1.0270,1.027
1.010779896,-0.0275,-0.0009,1.0270,1.027
1.012492708,-0.0275,-0.0012,1.0270,1.027
1.014660052,-0.0270,-0.0012,1.0270,1.027
1.017013177,-0.0268,-0.0009,1.0270,1.027
1.019089635,-0.0268,-0.0009,1.0270,1.027
1.020413073,-0.0265,-0.0009,1.0272,1.028
1.02284625,-0.0263,-0.0009,1.0272,1.028
1.025288333,-0.0260,-0.0009,1.0272,1.028
1.027337187,-0.0255,-0.0009,1.0274,1.028
1.029598542,-0.0253,-0.0012,1.0277,1.028
1.032203594,-0.0250,-0.0014,1.0279,1.028
1.033954687,-0.0248,-0.0017,1.0279,1.028
1.034574167,-0.0243,-0.0019,1.0277,1.028
1.037155781,-0.0241,-0.0022,1.0277,1.028
1.039566302,-0.0241,-0.0022,1.0277,1.028
1.041767656,-0.0241,-0.0024,1.0277,1.028
1.044041458,-0.0243,-0.0024,1.0277,1.028
1.04590625,-0.0245,-0.0027,1.0274,1.028
1.047443854,-0.0245,-0.0027,1.0274,1.028
1.049034479,-0.0248,-0.0029,1.0277,1.028
1.052338958,-0.0250,-0.0029,1.0274,1.028
1.054646823,-0.0253,-0.0029,1.0274,1.028
1.056780989,-0.0253,-0.0029,1.0274,1.028
1.059084167,-0.0255,-0.0029,1.0274,1.028
1.059732135,-0.0258,-0.0029,1.0274,1.028
1.062999114,-0.0260,-0.0029,1.0272,1.028
1.064614271,-0.0260,-0.0029,1.0270,1.027
1.067085469,-0.0260,-0.0027,1.0267,1.027
1.068445052,-0.0263,-0.0024,1.0267,1.027
1.071013854,-0.0268,-0.0024,1.0267,1.027
1.072505833,-0.0268,-0.0022,1.0267,1.027
1.074967239,-0.0265,-0.0022,1.0267,1.027
1.076546875,-0.0263,-0.0022,1.0270,1.027
1.079160469,-0.0265,-0.0019,1.0272,1.028
1.081347396,-0.0265,-0.0017,1.0274,1.028
1.083776562,-0.0265,-0.0017,1.0274,1.028
1.086224271,-0.0263,-0.0017,1.0274,1.028
